Index,Textual Faithfulness,Frame Consistency,Video Fidelity,Source Video,Edited Video,key,tasks,target_dirs,models,caption,editing_prompt,Textual Faithfulness_w1,Textual Faithfulness_w2,Textual Faithfulness_w3,Textual Faithfulness_w4,Frame Consistency_w1,Frame Consistency_w2,Frame Consistency_w3,Frame Consistency_w4,Video Fidelity_w1,Video Fidelity_w2,Video Fidelity_w3,Video Fidelity_w4
97,3.75,3.75,3.75,butterfly,butterfly_0_v_6,butterfly,Multi-entity,Multi-entity/Vidtome,Vidtome,A blue butterfly flying over a plant,A yellow butterfly flying over a flower,5,3,3,4,5,3,3,4,5,3,3,4
98,2.25,2.25,2.25,scooter-black,scooter-black_0_v_6,scooter-black,Multi-entity,Multi-entity/Vidtome,Vidtome,"A group of men on motorbikes speed away from the camera, followed by one person on a white bike","A group of clowns on Harley-Davidson motorbikes speed away from the camera, followed by one person on a white sport bike",2,3,1,3,2,2,2,3,2,2,2,3
99,1.75,2,1.5,kart-turn,kart-turn_0_v_6,kart-turn,Multi-entity,Multi-entity/Vidtome,Vidtome,A a boy on a go kart riding quickly on a race track,A girl on a scooter riding quickly on a sand track,1,2,1,3,2,2,1,3,1,1,1,3
100,1.5,1.75,1.5,inflatable,inflatable_0_v_6,inflatable,Multi-entity,Multi-entity/Vidtome,Vidtome,Three kids play on an inflatable bouncy house,Three men play on an inflatable water slide,1,2,1,2,2,2,1,2,2,1,1,2
101,1.25,1.5,1.5,city-ride,city-ride_0_v_6,city-ride,Multi-entity,Multi-entity/Vidtome,Vidtome,A young boy rides a bike down a street with a graffiti wall,A young girl rides a scooter down a street with a colorful mural wall,1,2,1,1,2,2,1,1,2,2,1,1
102,1.5,1.75,1.75,guitar-violin,guitar-violin_0_v_6,guitar-violin,Multi-entity,Multi-entity/Vidtome,Vidtome,A man dressed in a suit is playing a song on the violin in a candlelit bar,A robot dressed in a suit is playing a song on the green violin in a rooftop bar with a stunning view of the city skyline,1,2,1,2,2,2,1,2,2,2,1,2
103,2.75,2.25,2.5,trucks-race,trucks-race_0_v_6,trucks-race,Multi-entity,Multi-entity/Vidtome,Vidtome,Trucks are racing on a track,Mud trucks are racing on a snowy track,3,3,2,3,3,2,1,3,4,2,1,3
104,3.25,2.75,2.5,hockey,hockey_0_v_6,hockey,Multi-entity,Multi-entity/Vidtome,Vidtome,"A roller hockey player in protective gear, balancing on his knees, is defending the goal in a park","A robot in protective gear, balancing on his knees, is defending the goal in a desert",4,3,3,3,4,2,2,3,3,2,2,3
105,3.75,3.5,3.5,kite-walk,kite-walk_0_v_6,kite-walk,Multi-entity,Multi-entity/Vidtome,Vidtome,"A man is walking backwards on the sandy beach by the sea, holding a paddle in his hand and a rope tied to his body","A robot is walking backwards on the rocky beach by the sea, holding a surfboard in its hand and a rope tied to its body",4,3,4,4,4,3,3,4,4,3,3,4
106,4,3,2.75,puppet,puppet_0_v_6,puppet,Multi-entity,Multi-entity/Vidtome,Vidtome,"A puppet is being moved by strings, playing a guitar next to a green blanket","A statue is being moved by strings, playing a guitar next to a blue blanket",5,4,3,4,4,3,2,3,4,3,1,3
107,2.25,2.25,2,boxing,boxing_0_v_6,boxing,Multi-entity,Multi-entity/Vidtome,Vidtome,Two boxers are boxing in the ring,Two robots are boxing on the mountain,1,3,2,3,1,3,2,3,1,2,2,3
108,1.25,1.5,1.25,curling,curling_0_v_6,curling,Multi-entity,Multi-entity/Vidtome,Vidtome,"A group of women in blue and yellow striped clothing are pushing a curling stone, with a stadium full of spectators in the background","A group of robots in blue and yellow striped clothing are pushing a basketball, with a parking lot full of aliens in the background",1,1,1,2,2,1,1,2,1,1,1,2
109,2,2,2,bmx-rider,bmx-rider_0_v_6,bmx-rider,Multi-entity,Multi-entity/Vidtome,Vidtome,A skilled biker rides a bike up a ramp while performing a series of tricks,A woman rides a bike up a sand dune while performing a series of tricks,2,2,2,2,2,2,2,2,2,2,2,2
110,2.5,2.5,2,camel,camel_0_v_6,camel,Multi-entity,Multi-entity/Vidtome,Vidtome,A camel walking in an enclosure with a fence,A giraffe walking in a desert with a fence,2,2,3,3,4,2,2,2,2,2,2,2
111,2,1.75,1.5,elephant,elephant_0_v_6,elephant,Multi-entity,Multi-entity/Vidtome,Vidtome,"An elephant is walking in the zoo, raising dust with its trunk, with rocks and trees in the background","A giraffe is walking in the zoo, raising dust with its trunk, with grass and ponds in the background",1,2,2,3,2,1,2,2,1,1,2,2
112,4,3.5,3.5,tennis-vest,tennis-vest_0_v_6,tennis-vest,Multi-entity,Multi-entity/Vidtome,Vidtome,A man wearing a tank top and undershirt is playing a game of tennis on a clay court,A woman wearing a tank top and undershirt is playing a game of tennis on a grass court,3,4,4,5,4,3,3,4,4,3,3,4
113,3,2.5,1.75,horse-race,horse-race_0_v_6,horse-race,Multi-entity,Multi-entity/Vidtome,Vidtome,"Horses are racing in a muddy track during a rainstorm, with one horse running ahead and the others closely behind","Dogs are racing in a sandy track during a rainstorm, with one dog running ahead and the others closely behind",4,2,3,3,3,2,2,3,3,1,1,2
114,1.75,1.75,1.75,e-bike,e-bike_0_v_6,e-bike,Multi-entity,Multi-entity/Vidtome,Vidtome,A man is riding a weird looking four wheeled scooter at a trade show,A spider-man is riding a futuristic four-wheeled scooter at an outdoor park,1,2,1,3,2,2,1,2,2,2,1,2
115,2.5,2.25,2.25,surfer,surfer_0_v_6,surfer,Multi-entity,Multi-entity/Vidtome,Vidtome,A man rides a surfboard in the water while others hold onto their surfboards and watch,A zombie rides a surfboard in the icy waters while others hold onto their surfboards and watch,2,3,3,2,3,2,2,2,3,2,2,2
116,1.75,1.75,1.75,chamaleon,chamaleon_0_v_6,chamaleon,Multi-entity,Multi-entity/Vidtome,Vidtome,A green chameleon is seen latched onto a branch,A brown chameleon is seen latched onto a rock,1,2,1,3,2,2,1,2,2,2,1,2
117,1.75,2,1.75,snowboard-race,snowboard-race_0_v_6,snowboard-race,Multi-entity,Multi-entity/Vidtome,Vidtome,Two people are snowboarding down a snowy slope with snowy mountains in the background,Two astronauts are snowboarding down a snowy slope with ocean in the background,1,2,1,3,2,2,1,3,2,2,1,2
118,1.75,1.5,1.5,cat-girl,cat-girl_0_v_6,cat-girl,Multi-entity,Multi-entity/Vidtome,Vidtome,A little girl is sitting on a chair holding a cat in her arms,A young boy is sitting on a chair holding a dog in his arms,1,3,1,2,1,2,1,2,1,2,1,2
119,1.75,1.75,1.75,speed-skating,speed-skating_0_v_6,speed-skating,Multi-entity,Multi-entity/Vidtome,Vidtome,"Three men are competing in a short track speed skating competition, skating closely on the track","Three old lady are competing in a short track speed skating competition, skating closely on the ice rink",1,3,1,2,2,2,1,2,2,2,1,2
120,1.75,1.75,1.5,stroller,stroller_0_v_6,stroller,Multi-entity,Multi-entity/Vidtome,Vidtome,A woman pushing a stroller with a baby in it,A bat-man pushing a wheelchair with a sleeping baby in it,2,2,1,2,2,2,1,2,2,1,1,2
121,3.25,3,2.75,varanus-tree,varanus-tree_0_v_6,varanus-tree,Multi-entity,Multi-entity/Vidtome,Vidtome,A lizard on a leash climbing up a tree,A snake on a leash climbing up a rock wall,3,3,4,3,4,2,3,3,3,2,3,3
122,3.25,2.5,2,rallye,rallye_0_v_6,rallye,Multi-entity,Multi-entity/Vidtome,Vidtome,A rally car is driving down a dirt road,A Subaru rally car is driving down a rocky path,3,3,4,3,3,2,3,2,2,2,2,2
123,2.25,2,2,mtb-race,mtb-race_0_v_6,mtb-race,Multi-entity,Multi-entity/Vidtome,Vidtome,Two people are riding bikes on a wooded trail in a forest,Two robots are riding motorcycles on a wooded trail in a jungle,3,2,1,3,3,1,1,3,3,1,1,3
124,2.5,3,2.5,dog-gooses,dog-gooses_0_v_6,dog-gooses,Multi-entity,Multi-entity/Vidtome,Vidtome,"A dog is chasing two ducks on the grass, with a white car and a fence in the background","A cat is chasing two geese on the beach, with a white boat and a palm tree in the background",2,2,3,3,4,2,3,3,3,2,2,3
125,2.25,2.5,2.5,circus,circus_0_v_6,circus,Multi-entity,Multi-entity/Vidtome,Vidtome,A boy is flipping over a circle formed by a girl and a boy in the circus,A clown is flipping over a circle formed by a girl and a boy in the carnival,2,3,1,3,3,3,1,3,3,3,1,3
126,3.75,3.5,3.5,car-roundabout,car-roundabout_0_v_6,car-roundabout,Multi-entity,Multi-entity/Vidtome,Vidtome,A black car is driving on the roundabout road,A silver car is driving on the winding mountain road,3,4,4,4,4,3,3,4,4,3,3,4
127,2.5,2.5,2.25,breakdance-flare,breakdance-flare_0_v_6,breakdance-flare,Multi-entity,Multi-entity/Vidtome,Vidtome,A man breakdancing in front of a building,A robot breakdancing in front of a historic castle,2,3,2,3,3,2,2,3,2,2,2,3
128,2.5,2.75,2.25,flamingo,flamingo_0_v_7,flamingo,Complex-editing,Complex-editing/Vidtome,Vidtome,"A flamingo is walking and drinking in the water, with two flamingos resting in the pond in the background","A heron is walking and drinking in the water, with two herons resting in the sea in the background, in Van Gogh style",2,2,3,3,4,2,2,3,3,1,2,3
129,2.25,2.5,2.5,gold-fish,gold-fish_0_v_7,gold-fish,Complex-editing,Complex-editing/Vidtome,Vidtome,Goldfish in an aquarium with a blue background,"Betta fish in an aquarium with a green background, in Van Gogh style",1,3,2,3,2,3,2,3,2,3,2,3
130,3.5,3.25,3.25,bears-ball,bears-ball_0_v_7,bears-ball,Complex-editing,Complex-editing/Vidtome,Vidtome,"Three brown bears are walking and playing with a red ball on the ground covered with leaves, with the forest as the background","Three black bears are walking and playing with a blue ball on the ground covered with leaves, with the jungle as the background, in Abstract style",3,3,4,4,4,2,3,4,4,2,3,4
131,2.5,2.75,2.5,horsejump-stick,horsejump-stick_0_v_7,horsejump-stick,Complex-editing,Complex-editing/Vidtome,Vidtome,A young girl riding a piebald horse and jumping obstacles in the arena,"A young boy riding a piebald pony and jumping colorful obstacles in the desert oasis, in sunrise colors",3,2,2,3,4,2,2,3,4,1,2,3
132,1.5,1.75,1.5,dance-jump,dance-jump_0_v_7,dance-jump,Complex-editing,Complex-editing/Vidtome,Vidtome,A woman in a tutu dancing in front of a fountain,"A man in a tutu dancing in front of a castle, in Oil painting style",1,2,1,2,2,2,1,2,2,1,1,2
133,2.75,3,3,landing,landing_0_v_7,landing,Complex-editing,Complex-editing/Vidtome,Vidtome,"Two men in uniforms are standing on the deck of an aircraft carrier, a fighter jet is landing","Two astronauts in uniforms are standing against a city skyline, a white passenger plane is taking off, in Abstract style",3,2,3,3,4,2,3,3,4,2,3,3
134,3.25,3,3.5,mbike-trick,mbike-trick_0_v_7,mbike-trick,Complex-editing,Complex-editing/Vidtome,Vidtome,A man wearing a helmet and a white T-shirt is riding a motorcycle in a training ground to create smoke circles around him,"A robot wearing a helmet and a white T-shirt is riding a dirt bike in a desert to create smoke circles around him, in Abstract style",3,3,3,4,3,2,3,4,4,3,3,4
135,3.25,3,2.25,boat,boat_0_v_7,boat,Complex-editing,Complex-editing/Vidtome,Vidtome,A white boat is seen moving quickly through the water in an area surrounded by desert and mountains,"A jet ski is seen moving quickly through the water in an area surrounded by grasslands and mountains, in tropical beach colors",3,3,3,4,4,2,3,3,3,1,2,3
136,2.5,2.5,2.25,drift-turn,drift-turn_0_v_7,drift-turn,Complex-editing,Complex-editing/Vidtome,Vidtome,A vehicle drifts through a course while driving over several obstacles,"A truck drifts through a desert course while driving over several obstacles, in grayscale",2,3,2,3,3,3,1,3,3,2,1,3
137,3.25,2.75,2.75,table-tennis,table-tennis_0_v_7,table-tennis,Complex-editing,Complex-editing/Vidtome,Vidtome,Two men are competing in a table tennis match,"Two robots are competing in a table tennis match, in grayscale",4,2,3,4,4,2,2,3,4,2,2,3
138,3.25,3.5,3.5,car-turn,car-turn_0_v_7,car-turn,Complex-editing,Complex-editing/Vidtome,Vidtome,A suv driving down a winding road with mountains in the background,"A jeep driving down a winding road with a volcano in the background, in Van Gogh style",3,3,3,4,4,3,3,4,4,3,3,4
139,1.25,1.5,1.5,koala,koala_0_v_7,koala,Complex-editing,Complex-editing/Vidtome,Vidtome,Koala bear climbing on a tree trunk,"Panda bear climbing on a utility pole, in Abstract style",1,2,1,1,2,2,1,1,2,2,1,1
140,1.75,1.75,1.75,boxing-fisheye,boxing-fisheye_0_v_7,boxing-fisheye,Complex-editing,Complex-editing/Vidtome,Vidtome,A boxing match between two young men is taking place in an outdoor ring while a crowd of people watches,"A boxing match between two young robots is taking place in a space ship while a crowd of aliens watches, in tropical beach colors",1,2,1,3,1,2,1,3,1,2,1,3
141,1.25,1.5,1.5,dolphins,dolphins_0_v_7,dolphins,Complex-editing,Complex-editing/Vidtome,Vidtome,Dolphins swimming in the ocean with a blue sky,"Sharks swimming in the ocean with a stormy sky, in Cartoon style",1,2,1,1,2,2,1,1,2,2,1,1
142,2,2.25,2,rhino,rhino_0_v_7,rhino,Complex-editing,Complex-editing/Vidtome,Vidtome,A rhino walking through a zoo enclosure with rocks and trees,"An elephant walking through a zoo enclosure with a pond and grasses, in Oil painting style",1,2,2,3,2,2,2,3,2,2,2,2
143,1.25,1.5,1.5,rollerblade,rollerblade_0_v_7,rollerblade,Complex-editing,Complex-editing/Vidtome,Vidtome,A girl is doing tricks on roller skates while jumping into the air in front of a graffiti wall,"A professional dancer is doing tricks on roller skates while jumping into the air in front of a city skyline, in rainy day colors",1,1,1,2,2,1,1,2,2,1,1,2
144,1.75,1.75,1.75,tennis,tennis_0_v_7,tennis,Complex-editing,Complex-editing/Vidtome,Vidtome,A man is playing tennis on a clay court,"A spider-man player is playing tennis on a grass court, in winter wonderland colors",1,2,1,3,1,2,1,3,1,2,1,3
145,1.75,2,2,aerobatics,aerobatics_0_v_7,aerobatics,Complex-editing,Complex-editing/Vidtome,Vidtome,A man is riding in a hang glider and has a view of the earth below,"An astronaut is riding in a paraglider and has a view of the earth below, in sunrise colors",1,2,1,3,2,2,1,3,2,2,1,3
146,3,3.25,3.25,planes-water,planes-water_0_v_7,planes-water,Complex-editing,Complex-editing/Vidtome,Vidtome,An airplane is taxiing on a wet tarmac on a cloudy day,"A commercial airliner is taxiing on a wet runway on a stormy day, in Cartoon style",3,3,2,4,4,3,2,4,4,3,2,4
147,3,3.25,3,subway,subway_0_v_7,subway,Complex-editing,Complex-editing/Vidtome,Vidtome,People walking on the platform of a subway train in a station,"Robots walking on the platform of a cyberpunk style subway train in a forest clearing, in Oil painting style",3,2,3,4,5,2,3,3,5,2,2,3
148,3.25,3,2.75,libby,libby_0_v_7,libby,Complex-editing,Complex-editing/Vidtome,Vidtome,A dog is running on a grassy path in a yard with a fence,"A cat is running on a sand beach by the ocean, in winter wonderland colors",4,3,3,3,4,2,3,3,4,2,2,3
149,1.5,1.75,1.75,girl-dog,girl-dog_0_v_7,girl-dog,Complex-editing,Complex-editing/Vidtome,Vidtome,"A woman in a wheelchair and a dog are walking side by side, with a cobblestone road and grass in the background","An astronaut in a wheelchair and a cat are walking side by side, with a dirt path and wildflowers in the background, in vintage postcard colors",1,1,2,2,2,1,2,2,2,1,2,2
150,2.25,2.25,2.25,dog-agility,dog-agility_0_v_7,dog-agility,Complex-editing,Complex-editing/Vidtome,Vidtome,A Border Collie is running through a course of poles in a training field,"A German Shepherd is running through a course of red and blue striped poles in an agility park, in sunset colors",2,3,2,2,3,2,2,2,3,2,2,2
151,2.75,2.5,2.5,mallard-water,mallard-water_0_v_7,mallard-water,Complex-editing,Complex-editing/Vidtome,Vidtome,a duck swimming in the water,"A swan swimming in a swimming pool, in Van Gogh style",2,3,3,3,2,2,3,3,2,2,3,3
152,2,2.25,2,ducks,ducks_0_v_7,ducks,Complex-editing,Complex-editing/Vidtome,Vidtome,"A group of ducks are walking on the grass near a river, passing under the fence","A group of geese are walking on the sand near a river, passing under the bridge, in Abstract style",2,2,2,2,4,1,2,2,3,1,2,2
153,3.25,2.5,2.75,breakdance,breakdance_0_v_7,breakdance,Complex-editing,Complex-editing/Vidtome,Vidtome,A man is breakdancing in the street while a crowd of people watches,"A woman is breakdancing on the beach while a group of tourists watches, in grayscale",3,3,3,4,3,2,2,3,3,2,2,4
154,2.75,2.5,2.5,car-competition,car-competition_0_v_7,car-competition,Complex-editing,Complex-editing/Vidtome,Vidtome,A group of race cars driving down a race track,"A pack of NASCAR race cars driving down a dirt road, in Cartoon style",4,2,2,3,4,2,1,3,4,2,1,3
155,1.75,1.5,1.5,twist-dance,twist-dance_0_v_7,twist-dance,Complex-editing,Complex-editing/Vidtome,Vidtome,Two women in red and black skirts dancing in a room,"Two robots in red and black skirts dancing in a ballroom, in Cartoon style",1,2,1,3,2,1,1,2,2,1,1,2
156,3,2.75,2.75,monster-trucks,monster-trucks_0_v_7,monster-trucks,Complex-editing,Complex-editing/Vidtome,Vidtome,Two toy cars are racing on a concrete track and a wooden ramp,"Two toy trucks are racing on a dirt track and a wooden ramp, in sunset colors",3,4,2,3,3,3,2,3,3,3,2,3
157,2,1.75,1.75,skate-jump,skate-jump_0_v_7,skate-jump,Complex-editing,Complex-editing/Vidtome,Vidtome,"A skateboarder jumps over a wooden table on a concrete road, with trees in the background and the sunlight of the day","A cyclist jumps over a picnic table on a concrete road, with mountain range in the background and the sunlight of the day, in cityscape at night colors",2,2,2,2,2,2,1,2,2,2,1,2
